source,source_id,name,address,city,neighborhood,lat,lon,clover_url,slug,category,google_rating,review_count,ordering_status,flags
nextcard,603e124a-4ff2-4898-b047-efb184b4f1ad,Los Hermanos Mex Rest,"2026 Chestnut Street, San Francisco, CALIFORNIA",San Francisco,Marina,37.8009151,-122.4369999,https://loshermanosmexicansf.cloveronline.com,loshermanosmexicansf,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,f6339d1b-2c0d-46b4-bf83-5b2d41d214c9,Los Yaquis Folsom,"3214 Folsom Street, San Francisco, CA",San Francisco,Bernal Heights,37.7469048,-122.4137818,https://los-yaquis-folsom-san-francisco.cloveronline.com,los-yaquis-folsom-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,b975e4d6-c9ed-4299-b53f-a0ac8969f652,Luisa Restaurant Inc,"759 Columbus Ave, San Francisco, CA",San Francisco,Russian Hill,37.8016427,-122.4123711,https://luisa-restaurant-inc-san-francisco.cloveronline.com,luisa-restaurant-inc-san-francisco,restaurants,,,closed,
nextcard,3ded79ad-7500-40ce-be57-897297c2df59,Luisa's on Guerrero Inc.,"1001 Guerrero St, San Francisco, CA",San Francisco,Dolores Heights,37.7549636,-122.4229679,https://luisas-on-guerrero-inc-san-francisco.cloveronline.com,luisas-on-guerrero-inc-san-francisco,restaurants,,,closed,
nextcard,56ff7a8d-b3b6-4cdc-9549-7f66e360717b,Madam Zola's Fortune - The Midway,"900 Marin St, San Francisco, CA",San Francisco,Central Waterfront,37.7492774,-122.3856944,https://midway-catering-san-francisco.cloveronline.com,midway-catering-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,17dd628f-7d5e-4143-a5d0-5e476077f465,Marina Pizza & Pasta,"2139 Lombard Street, San Francisco, CA",San Francisco,Union Street,37.7995018,-122.4366758,https://marina-pizza-pasta-san-francisco.cloveronline.com,marina-pizza-pasta-san-francisco,restaurants,,,closed,
nextcard,44cd88e9-620b-451d-9697-510c1ff74531,Martha & Bros Coffee.,"3868 24th Street, San Francisco, CA",San Francisco,Noe Valley,37.7517857,-122.4290069,https://martha-bros-coffee-san-francisco.cloveronline.com,martha-bros-coffee-san-francisco,restaurants,,,accepting,
nextcard,c1db4878-29a6-4781-91fd-2888adefdbe1,Mashaallah Halal Food,"315 5th St, San Francisco, CA",San Francisco,South of Market,37.7800982,-122.402901,https://mashaallah-halal-food-san-francisco.cloveronline.com,mashaallah-halal-food-san-francisco,restaurants,,,accepting,
nextcard,d0ca500b-1d40-42d6-8c3a-a9bd14528691,Mazzetti's Bakery,"101 Manor Drive, Pacifica, CALIFORNIA",Pacifica,Pacifica,37.649389,-122.4904232,https://mazzettis.cloveronline.com,mazzettis,restaurants,,,accepting,
nextcard,064c70ed-098e-413d-bb16-dc8f24d221a8,Mellis Cafe,"414 Sutter St, Sf, CA",San Francisco,Downtown / Union Square,37.78950270000001,-122.4074101,https://melliscafe.cloveronline.com,melliscafe,restaurants,,,accepting,
nextcard,bd26bd79-36f0-4744-83f9-67b62e10529b,Mellis Cafe,154 Ellis St,San Francisco,Downtown / Union Square,37.785235,-122.408899,https://mellis-cafe-san-francisco.cloveronline.com,mellis-cafe-san-francisco,restaurants,,,accepting,
nextcard,4a05909d-846a-43cb-a07c-a5d851901911,Memphis Minnie's BBQ,"576haight Street, San Francisco, CA",San Francisco,Buena Vista,37.7717185,-122.4438929,https://memphis-minnies-bbq-san-francisco.cloveronline.com,memphis-minnies-bbq-san-francisco,restaurants,,,closed,
nextcard,389b240b-2f13-456c-a779-35ff55acb931,Metropolitan Coffee,"720 Market Street, San Francisco, CA",San Francisco,Downtown / Union Square,37.78754199999999,-122.4040705,https://metropolitan-coffee-san-francisco.cloveronline.com,metropolitan-coffee-san-francisco,restaurants,,,accepting,
nextcard,8f8f626e-905e-42af-b29b-99b23a68c095,Mi Yucatan,2845 Mission St,San Francisco,Mission,37.751505,-122.418373,https://mi-yucatan-san-francisco.cloveronline.com,mi-yucatan-san-francisco,restaurants,4.5,,accepting,
nextcard,01823283-9659-4217-b23c-92a319654525,Michaelis Wine&Spirits,"2198 Union Street, San Francisco, CA",San Francisco,Union Street,37.7972818,-122.4353774,https://michaelis-wine-sprit-san-francisco.cloveronline.com,michaelis-wine-sprit-san-francisco,Retail & Services,,,disabled,nextcard:ordering-disabled
nextcard,84678f40-f36f-4ef9-86da-68f45622ff99,Mission Street Oyster Bar,2282 Mission St,San Francisco,Mission,37.76058,-122.419439,https://the-mission-street-oyster-bar-san-francisco.cloveronline.com,the-mission-street-oyster-bar-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,ceb023b1-72cd-46e9-9493-7aaf76c63416,Modernist Club,"139 Steuart Street, San Francisco, CA",San Francisco,Financial District,37.7929077,-122.3923923,https://modernist-club-san-francisco.cloveronline.com,modernist-club-san-francisco,restaurants,,,closed,
nextcard,4baf198b-26f0-4d1d-a402-f61375ea524c,Momo & Curry Nepal,"435 Broadway, Millbrae, CA",Millbrae,Millbrae,37.6017652,-122.3933208,https://momocurrynepal-millbrae.cloveronline.com,momocurrynepal-millbrae,restaurants,,,closed,
nextcard,8fcfb23b-d627-4942-a2ce-3eedf9813a22,Moonraker Mobile,"105 Rockaway Beach Ave, Pacifica, CA",Pacifica,Pacifica,37.609669,-122.496362,https://moonraker-pacifica.cloveronline.com,moonraker-pacifica,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,b9b046df-f37a-4ea2-87fb-bf3d8430df08,Moonraker Mobile,"1379 4th St, San Francisco, CA",San Francisco,Mission Bay,37.77089520000001,-122.3903003,https://moonraker-mobile-parklabsf.cloveronline.com,moonraker-mobile-parklabsf,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,3b990cd1-ffc6-4a51-ad83-486e33aab7c8,My Breakfast House,"1137 Laurel St, San Carlos, CA",San Carlos,San Carlos,37.499717,-122.2527377,https://my-breakfast-house-san-carlos.cloveronline.com,my-breakfast-house-san-carlos,restaurants,,,accepting,coords-outside-area(recovered-by-city+slug)
nextcard,e70096ce-9064-47ef-ad78-29dca8c25064,Naan Point,"851 Cherry Ave, San Bruno, CA",San Bruno,San Bruno,37.62679019999999,-122.4255551,https://naan-point-san-bruno.cloveronline.com,naan-point-san-bruno,restaurants,,,accepting,
nextcard,9c7b212a-664f-4a8c-8c77-231da956dd49,Naan Point #2,"314 Westlake Center, Daly City, CALIFORNIA",Daly City,Daly City,37.7005527,-122.4834755,https://naan-point-2-daly-city.cloveronline.com,naan-point-2-daly-city,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,6ce950ce-202b-4507-895c-1bd57dc2b55e,New Broadway Bistro,"349 Broadway, Millbrae, CA",Millbrae,Millbrae,37.6010663,-122.3924357,https://new-broadway-bistro-millbrae.cloveronline.com,new-broadway-bistro-millbrae,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,965f1fa3-dea5-423c-aaff-f77a9fc12d44,New Burma,"659 Townsend Street, San Francisco, CA",San Francisco,Showplace Square,37.7706482,-122.4027689,https://burma-grub-san-francisco.cloveronline.com,burma-grub-san-francisco,restaurants,,,closed,
nextcard,beaefb3f-4f9e-4670-8ff3-53d876ad1249,New Eritrea Restaurant & Bar,907 Irving St,San Francisco,Inner Sunset,37.763815,-122.467695,https://new-eritrea-restaurant-san-francisco.cloveronline.com,new-eritrea-restaurant-san-francisco,restaurants,,,closed,
nextcard,152bd9ee-149f-432d-99ef-e8c8c10a73db,NG's Cooking,"2268 Westborough Bl #303, South San Francisc, CA",South San Francisco,South San Francisco,37.6452944,-122.4519874,https://ngs-cooking-south-san-francisco.cloveronline.com,ngs-cooking-south-san-francisco,restaurants,,,closed,
nextcard,ee4865de-98a3-4b5a-9a90-b0b8d2b796fc,Nunu’s Cafe,"1724 Mandela Pkwy, Oakland, CA",Oakland,Oakland,37.8133887,-122.2900872,https://nunus-cafe-oakland.cloveronline.com,nunus-cafe-oakland,restaurants,,,accepting,outside-target-area(Oakland);slug-city-mismatch(oakland)
nextcard,677a5ff3-ef4f-4107-a8c5-a2c4be6f8ea2,Osakaya Restaurant,"1737 Post St #370, San Francisco, CA",San Francisco,Japantown,37.785329,-122.430369,https://osakaya-restaurant-san-francisco.cloveronline.com,osakaya-restaurant-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,1e3e6db6-150d-4f2d-9c32-4232eb2e0fa6,Paik's Noodle San Carlos,"39 El Camino Real, San Carlos, CA",San Carlos,San Carlos,37.5128221,-122.2661943,https://paiks-noodle-san-carlos.cloveronline.com,paiks-noodle-san-carlos,restaurants,,,closed,coords-outside-area(recovered-by-city+slug)
nextcard,2777b2de-1a62-43a9-9283-8d1bce2954ae,Pakwan 16th St,"3180 16th Street, San Francisco, CA",San Francisco,Mission Dolores,37.7649395,-122.4236467,https://pakwan-restaurant-16th-san-francisco.cloveronline.com,pakwan-restaurant-16th-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,936c7cdf-7074-48e3-9e55-6cb709b45271,Pakwan O'Farrell,"501 O'farrell Street, San Francisco, CA",San Francisco,Tenderloin,37.785571,-122.4131955,https://pakwan-ofarrell-san-francisco-2.cloveronline.com,pakwan-ofarrell-san-francisco-2,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,4168e692-459f-4466-b8b4-207a1c1d71aa,Panchitas Restaurant #2,"3091 16th St, San Francisco, CA",San Francisco,Mission,37.7647795,-122.4216185,https://panchitas-restaurant-2-san-francisco.cloveronline.com,panchitas-restaurant-2-san-francisco,restaurants,,,accepting,
nextcard,ef239ee7-c1b8-46d8-bd2f-8d3a681c79df,Panj-Aab Indian Cuisine,"330 Palmetto Ave Ste D, Pacifica, CA",Pacifica,Pacifica,37.651715,-122.4909535,https://pacific-indian-cuisine-pacifica.cloveronline.com,pacific-indian-cuisine-pacifica,restaurants,,,closed,
nextcard,49e31765-7d91-460b-8baa-64b4e291bd42,Pengu Juice Co.,"3605 Market Street #13, Riverside, CA",Riverside,Eureka Valley,37.7560773,-122.4407943,https://pengu-juice-co-riverside.cloveronline.com,pengu-juice-co-riverside,restaurants,,,accepting,coords-in-sf-but-address-says(Riverside);slug-city-mismatch(riverside)
nextcard,542518a5-c0a0-4ff2-9245-1c75be261974,Picaro,3120 16th St,San Francisco,Mission Dolores,37.765053,-122.422474,https://picaro-cafe-san-francisco.cloveronline.com,picaro-cafe-san-francisco,restaurants,,,closed,
nextcard,3feb4c61-7a9b-4a71-a5e9-b2a8e659b569,Ping Yang Thai,"955 Larkin St, San Francisco, CA",San Francisco,Lower Nob Hill,37.7868749,-122.4185214,https://pingyangsf.cloveronline.com,pingyangsf,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,70d3fc91-bf20-4573-9190-58ccfb870f25,Point Richmond Market,"160 Washington Ave, Richmond, CA",Richmond,Richmond,37.9264974,-122.3858912,https://point-richmond-market-richmond.cloveronline.com,point-richmond-market-richmond,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,79fada60-0df1-49f9-8d89-14fc3bb4c504,Poke Bowl(Kearny),"33 Kearny St, San Francisco, CA",San Francisco,Downtown / Union Square,37.7883469,-122.4037208,https://poke-bowls-san-francisco.cloveronline.com,poke-bowls-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,8c8a1be3-8c30-4838-b500-03825e799de6,Prado Flowers,"2072 Union Street, San Francisco, CA",San Francisco,Union Street,37.7975559,-122.4335194,https://prado-flowers-san-francisco.cloveronline.com,prado-flowers-san-francisco,Retail & Services,,,disabled,nextcard:ordering-disabled
nextcard,e181cf28-eab4-4e58-ace1-cb5a71f28587,Puerto Alegre,546 Valencia St,San Francisco,Mission Dolores,37.764152,-122.421977,https://puerto-alegre-san-francisco.cloveronline.com,puerto-alegre-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,673fd43f-40eb-43f3-9f67-c0bb34a92fee,Quickly,"175 Southgate Avenue, Daly City, CA",Daly City,Daly City,37.6972199,-122.4837183,https://quickly-daly-city.cloveronline.com,quickly-daly-city,restaurants,,,closed,
nextcard,be1b3a94-b9b3-4a7a-8246-0c5717a2ce10,Quickly At Westborough,"2288 Westborough Bouleva, South San Francisco, CA",South San Francisco,South San Francisco,37.64436389999999,-122.4532275,https://quickly.cloveronline.com,quickly,restaurants,,,closed,
nextcard,21267a70-4a7e-430c-8003-417ee0467de5,Ramen Yamadaya Sf,"1728 Buchanan St 2nd Fl, San Francisco, CA",San Francisco,Japantown,37.7860607,-122.429759,https://ramen-yamadaya-sf-san-francisco.cloveronline.com,ramen-yamadaya-sf-san-francisco,restaurants,,,accepting,
nextcard,4f9d3a34-3a21-41c9-b62c-2b54a7e28311,Rasoi Restaurant,"1425 Burlingame Avenue, Burlingame, CA",Burlingame,Burlingame,37.5771869,-122.3485909,https://rasoi-restaurant-burlingame.cloveronline.com,rasoi-restaurant-burlingame,restaurants,,,closed,
nextcard,21211976-5b42-471f-ade2-5f836319fd4d,Redwood Cafe,"2750 Adeline Dr, Burlingame, CA",Burlingame,Burlingame,37.5828977,-122.3830815,https://redwood-cafe-burlingame.cloveronline.com,redwood-cafe-burlingame,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,4188412b-5528-4189-8652-8f8d65fe4e54,Redwood Cafe,"2750 Burlingame Dr, Burlingame, CA",Burlingame,Burlingame,37.5748194,-122.3512746,https://redwood-cafe-burlingame-2.cloveronline.com,redwood-cafe-burlingame-2,restaurants,,,accepting,
nextcard,6d90cb2e-8bf7-412c-add6-71f741a92c3c,Restaurant el Pastorsito,"4780 Mission Street, San Francisco, CALIFORNIA",San Francisco,Cayuga,37.721757,-122.4372796,https://restaurant-el-pastorsito-san-francisco.cloveronline.com,restaurant-el-pastorsito-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,90db999b-8ae2-45c3-b46e-d7943db2d3fa,Rockridge,"525 Cortland Avenue, San Francisco, CA",San Francisco,Bernal Heights,37.7392364,-122.4160436,https://united-dumplings-san-francisco.cloveronline.com,united-dumplings-san-francisco,restaurants,,,closed,
nextcard,2bfc2d23-5258-46e0-85bc-6c7891c92aef,Saffron Grill,"1279 Fulton St, San Francisco, CA",San Francisco,Alamo Square,37.7767793,-122.4379124,https://saffron-grill-san-francisco.cloveronline.com,saffron-grill-san-francisco,restaurants,,,closed,
nextcard,6f5ece7e-54fb-424f-95aa-23802d61885e,Salty's,"748 Van Ness Ave, San Francisco, CA",San Francisco,Tenderloin,37.782412,-122.4204984,https://saltys-san-francisco.cloveronline.com,saltys-san-francisco,restaurants,,,accepting,
nextcard,e758ee90-57df-4afa-a19b-f33fe9a26fd4,Samikcha Momo,"146 East 3rd Avenue, San Mateo, CA",San Mateo,San Mateo,37.5644386,-122.3235394,https://samikcha-momo-san-mateo-2.cloveronline.com,samikcha-momo-san-mateo-2,restaurants,,,closed,
nextcard,02e1636e-f83e-4ae3-9708-9fa037764a3d,Scopo Divino,"2800 California Street, San Francisco, CA",San Francisco,Pacific Heights,37.7882277,-122.4406831,https://scopo-divino-san-francisco.cloveronline.com,scopo-divino-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,17484561-bd4f-4720-8190-12bbeef83a8c,Sewa Indian and Nepalese,"815 Clement Street, San Francisco, CA",San Francisco,Inner Richmond,37.78257929999999,-122.4680199,https://sewa-indian-and-nepalese-san-francisco.cloveronline.com,sewa-indian-and-nepalese-san-francisco,restaurants,,,closed,
nextcard,2e7a8504-bcdb-4718-a3ea-5a816c2f1163,Sf Grill Restaurant,"799 Valencia Street, San Francisco, CA",San Francisco,Mission,37.7599728,-122.4211684,https://sf-grill-restaurant-san-francisco.cloveronline.com,sf-grill-restaurant-san-francisco,restaurants,,,closed,
nextcard,58552ce9-eba5-4420-834c-8658b39ab3a2,Sf Kebab,"550 16th Street, San Francisco, CA",San Francisco,Mission Bay,37.7675502,-122.3903803,https://sf-kebab-san-francisco.cloveronline.com,sf-kebab-san-francisco,restaurants,,,closed,
nextcard,7577cdba-96ad-41a6-9b66-5b5b6536576e,SF OrganiCA,500 Larkin St,San Francisco,Tenderloin,37.782593,-122.41726,https://sf-organica-san-francisco.cloveronline.com,sf-organica-san-francisco,restaurants,,,accepting,
nextcard,f1a23681-9268-4692-b74a-d634159dd1a2,Skywalker Ranch,"5858 Lucas Valley Road, Nicasio, CA",Nicasio,Nicasio,38.0563605,-122.655762,https://skywalker-ranch-san-francisco.cloveronline.com,skywalker-ranch-san-francisco,restaurants,,,closed,outside-target-area(Nicasio)
nextcard,61862143-5f46-4c78-bf5f-0ae188f59904,Slider Buns,"1202 Sutter St, San Francisco, CA",San Francisco,Lower Nob Hill,37.7878789,-122.4203616,https://slider-buns-san-francisco.cloveronline.com,slider-buns-san-francisco,restaurants,,,closed,
nextcard,afec92fe-7fbf-4b63-8c9f-f4d1ed0e868f,Sofiya,1098 Sutter St,San Francisco,Lower Nob Hill,37.788102,-122.418371,https://restaurant-sofiya-sf.cloveronline.com,restaurant-sofiya-sf,restaurants,,,closed,
nextcard,eb45712f-fa10-4059-870e-2ae2b7ac102f,Sofra Grill,"132 Hazelwood Dr, South San Francisc, CA",South San Francisco,South San Francisco,37.6422336,-122.426379,https://sofra-grill-south-san-francisc.cloveronline.com,sofra-grill-south-san-francisc,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,6702f2fe-2f65-4a89-b8ad-917c60f7d64c,Soltrans Vallejo Transit Center Ticket Office,"311 Sacramento St, Vallejo, CA",Vallejo,Financial District,37.7941059,-122.399342,https://soltrans-vallejo-transit-center-ticket-office-vallejo.cloveronline.com,soltrans-vallejo-transit-center-ticket-office-vallejo,restaurants,,,accepting,coords-in-sf-but-address-says(Vallejo);slug-city-mismatch(vallejo)
nextcard,eaaf5fd1-a9a6-4f9f-8d32-6f0e21121241,Soul Blends Coffee,"3207 Louise St, Oakland, CA",Oakland,Oakland,37.8240399,-122.2848148,https://blendandbloomcafeoak.cloveronline.com,blendandbloomcafeoak,restaurants,,,disabled,nextcard:ordering-disabled;outside-target-area(Oakland)
nextcard,b900d4f7-bcc8-4bb4-a61e-f38ad514cd3d,Spill the Tea & BBQ Sc,"765 Old County Road #b, San Carlos, CA",San Carlos,San Carlos,37.50570580000001,-122.2568367,https://spill-the-tea-bbq-sc-san-carlos.cloveronline.com,spill-the-tea-bbq-sc-san-carlos,restaurants,,,accepting,coords-outside-area(recovered-by-city+slug)
nextcard,11533370-9fd3-4553-9c74-2cb7afeb9cb3,Sugar Lounge Sf,"377 Hayes St, San Francisco, CA",San Francisco,Civic Center,37.7768267,-122.4225407,https://sugar-lounge-sf-san-francisco.cloveronline.com,sugar-lounge-sf-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,43d48eda-427c-47e6-be58-25a83a407b13,Sukh Veg & Vegan Food,"2475 Siesta Lane, Oakland, CA",Oakland,Oakland,37.7533986,-122.1614155,https://sukh-veg-vegan-food-san-francisco.cloveronline.com,sukh-veg-vegan-food-san-francisco,restaurants,,,closed,outside-target-area(Oakland)
nextcard,0b519b85-cbb1-4014-9181-0102682b262b,Sunset Pizza,"2245 Judah Street, San Francisco, CALIFORNIA",San Francisco,Outer Sunset,37.7611186,-122.4863165,https://sunset-pizza-san-francisco.cloveronline.com,sunset-pizza-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,2eb3022c-c8b9-4357-94a0-d11ba8ac2312,Sushi Time,"2275 Market St, San Francisco, CA",San Francisco,Castro,37.76456,-122.4320153,https://sushi-time-san-francisco.cloveronline.com,sushi-time-san-francisco,restaurants,,,disabled,nextcard:ordering-disabled
nextcard,f0d7fc6e-5261-451a-9ad3-2927ac7e3728,Sutter Health Popupstore,"2300 California St #101, San Francisco, CA",San Francisco,Pacific Heights,37.7894649,-122.4324689,https://sutter-health-powerofone.cloveronline.com,sutter-health-powerofone,restaurants,,,closed,
nextcard,23583165-ddc4-4de9-8be0-cefdbc257023,Tacos el Patron Sf,"1500 S Van Ness Avenue, San Francisco, CA",San Francisco,Mission,37.7489488,-122.4161567,https://tacos-el-patron-sf-san-francisco-3.cloveronline.com,tacos-el-patron-sf-san-francisco-3,restaurants,,,closed,
nextcard,b79c6344-8fb7-47af-86e0-a4ed899aae9c,Tacos Las Espadas,"2151 Market Street, Redding, CA",Redding,Mission Dolores,37.7666233,-122.4299754,https://tacos-las-espadas.cloveronline.com,tacos-las-espadas,restaurants,,,accepting,coords-in-sf-but-address-says(Redding)
